Timestamp,CoalFlowRate,CapacityGenerator,IBFTemperature1,IBMTemperature,IBXFVibration,IBYFVibration,InletPosition,MBFTemperature1,MotorCurrent,MSCUTemperature1,MSCVTemperature1,MSCWTemperature1,OBFTemperature1,OBFTemperature,OBXFVibration,OBYFVibration,OutletPressure
2021-01-04T10:50:00Z,170.1536361,290.820953,60.01569,44.9992447,27.6738281,8.402344,89.05538,60.0558167,189.024429,64.95501,64.7033157,65.1164246,63.3932762,41.0819168,32.6835938,14.0683594,545.2501
2021-01-04T11:00:00Z,172.9947247,289.645569,60.01569,45.0709877,27.6738281,8.402344,89.01276,60.0558167,189.948227,65.13834,64.90244,65.32319,63.3932762,41.11126,32.6835938,14.0683594,523.6119
2021-01-04T11:10:00Z,170.1948766,289.822968,60.01569,44.97834,27.6738281,8.402344,89.05249,60.0558167,189.605118,65.27344,65.00151,65.4211044,63.3932762,40.96592,32.6835938,14.0683594,539.2321
2021-01-04T11:20:00Z,179.5483997,290.31366,60.01569,44.87117,27.6738281,8.402344,91.0197449,60.0558167,190.8213,65.2258,65.00496,65.43447,63.3932762,40.9402733,32.6835938,14.0683594,533.902161
2021-01-04T11:30:00Z,174.2849446,291.4061,60.01569,45.0224075,27.6738281,8.402344,93.2704,60.0558167,195.4154,65.537735,65.2973557,65.72969,63.3932762,40.9271469,32.6835938,14.0683594,543.011963
2021-01-04T11:40:00Z,172.7740977,289.672577,60.01569,45.27965,27.6738281,8.402344,93.27488,60.0558167,195.945984,65.85815,65.60285,66.0411453,63.3932762,41.0632973,32.6835938,14.0683594,554.6017
2021-01-04T11:50:00Z,181.9528946,288.815979,60.01569,45.2793159,27.6738281,8.402344,95.24676,60.0558167,201.069092,66.16118,65.94514,66.3474045,63.3932762,41.0813141,32.6835938,14.0683594,571.1299
2021-01-04T12:00:00Z,175.4281243,290.234558,60.01569,45.35323,27.6738281,8.402344,92.22288,60.0558167,198.422012,66.50481,66.31583,66.7322845,63.3932762,41.0885048,32.6835938,14.0683594,547.896
2021-01-04T12:10:00Z,174.0839696,288.4294,60.01569,45.1800766,27.6738281,8.402344,88.60838,60.0558167,191.149185,66.04075,65.84498,66.2344055,63.3932762,41.0566,32.6835938,14.0683594,568.0919
2021-01-04T12:20:00Z,179.9740994,288.845764,60.01569,45.271904,27.6738281,8.402344,89.64777,60.0558167,194.366058,65.6474838,65.38288,65.83084,63.3932762,40.9831963,32.6835938,14.0683594,533.4432
2021-01-04T12:30:00Z,174.5132825,289.101074,60.01569,45.02678,27.6738281,8.402344,89.6997757,60.0558167,193.377258,65.4832,65.27163,65.6938,63.3932762,40.7615547,32.6835938,14.0683594,548.81665
2021-01-04T12:40:00Z,178.9105243,289.755432,60.01569,44.91206,27.6738281,8.402344,89.66028,60.0558167,193.484329,65.32567,65.08446,65.52135,63.3932762,40.6405,32.6835938,14.0683594,541.778564
2021-01-04T12:50:00Z,179.7781823,289.847351,60.01569,44.7208862,27.6738281,8.402344,89.6669846,60.0558167,194.611771,65.14846,64.9921341,65.39346,63.3932762,40.5508537,32.6835938,14.0683594,559.5775
2021-01-04T13:00:00Z,175.5014659,289.0702,60.01569,44.6725922,27.6738281,8.402344,89.7095261,60.0558167,194.732117,65.05305,64.85231,65.25052,63.3932762,40.4144173,32.6835938,14.0683594,531.1228
2021-01-04T13:10:00Z,182.7923205,288.9161,60.01569,44.5550232,27.6738281,8.402344,89.0303,60.0558167,192.611023,64.84497,64.6387939,65.0671158,63.3932762,40.374836,32.6835938,14.0683594,516.917969
2021-01-04T13:20:00Z,179.2245694,290.755219,60.01569,44.3271866,27.6738281,8.402344,89.05075,60.0558167,193.544144,64.66965,64.42825,64.84971,63.3932762,40.2226753,32.6835938,14.0683594,518.747253
2021-01-04T13:30:00Z,173.1426739,288.4615,60.01569,44.11011,27.6738281,8.402344,88.2560959,60.0558167,191.986023,64.44648,64.27614,64.62794,63.3932762,40.0797234,32.6835938,14.0683594,536.1046
2021-01-04T13:40:00Z,184.6791703,288.803619,60.01569,44.0119476,27.6738281,8.402344,90.70435,60.0558167,196.345551,64.29782,64.11245,64.48739,63.3932762,40.0801544,32.6835938,14.0683594,537.464844
2021-01-04T13:50:00Z,166.5783314,284.870361,60.01569,43.9859543,27.6738281,8.402344,90.10443,60.0558167,195.514938,64.57795,64.40624,64.77571,63.3932762,40.0879631,32.6835938,14.0683594,512.7136
2021-01-04T14:00:00Z,181.8255709,283.860657,60.01569,43.9625244,27.6738281,8.402344,89.04782,60.0558167,192.38208,64.10264,63.9416122,64.29991,63.3932762,40.1124229,32.6835938,14.0683594,527.373047
2021-01-04T14:10:00Z,177.0312424,285.68634,60.01569,44.0326042,27.6738281,8.402344,89.93728,60.0558167,194.731934,64.08744,63.9174919,64.32713,63.3932762,40.0495453,32.6835938,14.0683594,530.5473
2021-01-04T14:20:00Z,166.8889567,281.9448,60.01569,43.96614,27.6738281,8.402344,87.51502,60.0558167,189.281265,64.0208359,63.8126755,64.1594849,63.3932762,40.05288,32.6835938,14.0683594,511.9859
2021-01-04T14:30:00Z,184.4217663,284.635284,60.01569,43.9623032,27.6738281,8.402344,86.4418,60.0558167,188.133484,63.40138,63.2073479,63.58174,63.3932762,40.0374832,32.6835938,14.0683594,529.888062
2021-01-04T14:40:00Z,169.6545266,285.176,60.01569,43.8309631,27.6738281,8.402344,85.54439,60.0558167,186.287964,63.103672,62.870285,63.30058,63.3932762,40.0004578,32.6835938,14.0683594,517.369446
2021-01-04T14:50:00Z,180.6983248,285.9315,60.01569,43.73216,27.6738281,8.402344,85.5222855,60.0558167,185.146,62.65307,62.4528542,62.8670845,63.3932762,39.9195023,32.6835938,14.0683594,519.9657
2021-01-04T15:00:00Z,173.8255318,284.455536,60.01569,43.61522,27.6738281,8.402344,88.2638245,60.0558167,189.849579,62.66751,62.4830742,62.8687973,63.3932762,39.8777161,32.6835938,14.0683594,513.947449
2021-01-04T15:10:00Z,182.3719092,293.760376,60.01569,43.7357254,27.6738281,8.402344,87.49272,60.0558167,189.0294,62.61488,62.41451,62.817234,63.3932762,39.8692741,32.6835938,14.0683594,531.5647
2021-01-04T15:20:00Z,181.9009315,295.100372,60.01569,43.6763458,27.6738281,8.402344,91.4386139,60.0558167,194.292862,62.9105873,62.7262421,63.1185036,63.3932762,39.8689423,32.6835938,14.0683594,529.1493
2021-01-04T15:30:00Z,168.0986636,291.091461,60.01569,43.708252,27.6738281,8.402344,91.45728,60.0558167,195.0939,63.16841,62.984745,63.364872,63.3932762,39.8221855,32.6835938,14.0683594,508.472839
2021-01-04T15:40:00Z,182.8898513,288.809967,60.01569,43.6737442,27.6738281,8.402344,94.95195,60.0558167,200.810577,63.4218521,63.24758,63.5941544,63.3932762,39.7899323,32.6835938,14.0683594,549.369446
2021-01-04T15:50:00Z,180.2859771,291.5057,60.01569,43.76723,27.6738281,8.402344,94.94438,60.0558167,200.343918,64.00171,63.7764053,64.15333,63.3932762,39.7994461,32.6835938,14.0683594,
2021-01-04T16:00:00Z,174.7547278,288.8986,60.01569,43.8445129,27.6738281,8.402344,88.5584946,60.0558167,192.837631,64.0564651,63.84925,64.2319641,63.3932762,39.77757,32.6835938,14.0683594,525.0094
2021-01-04T16:10:00Z,188.2776073,291.4565,60.01569,43.7699165,27.6738281,8.402344,90.70168,60.0558167,195.827469,63.6366959,63.40614,63.7948723,63.3932762,39.7109146,32.6835938,14.0683594,542.6004
2021-01-04T16:20:00Z,172.0704282,291.662231,60.01569,43.8248558,27.6738281,8.402344,90.83529,60.0558167,196.8326,63.88942,63.68697,64.04715,63.3932762,39.7339249,32.6835938,14.0683594,539.2436
2021-01-04T16:30:00Z,164.8136888,280.307434,60.01569,43.93235,27.6738281,8.402344,87.65498,60.0558167,190.961288,63.60407,63.38251,63.76925,63.3932762,39.663353,32.6835938,14.0683594,532.476868
2021-01-04T16:40:00Z,175.2408081,278.552856,60.01569,43.8939629,27.6738281,8.402344,83.41144,60.0558167,180.453323,62.839592,62.653183,63.01345,63.3932762,39.61844,32.6835938,14.0683594,481.21756
2021-01-04T16:50:00Z,162.9799823,274.43692,60.01569,43.94274,27.6738281,8.402344,78.67827,60.0558167,170.472763,61.2946854,61.0514336,61.46123,63.3932762,39.5999031,32.6835938,14.0683594,439.427521
2021-01-04T17:00:00Z,173.2008695,274.3958,60.01569,43.8114853,27.6738281,8.402344,78.67938,60.0558167,171.285934,60.3916,60.1723862,60.61163,63.3932762,39.489872,32.6835938,14.0683594,443.10965
2021-01-04T17:10:00Z,167.7764277,271.901031,60.01569,43.7049522,27.6738281,8.402344,78.38036,60.0558167,170.544189,59.8654556,59.62264,60.0010338,63.3932762,39.4021225,32.6835938,14.0683594,456.421417
2021-01-04T17:20:00Z,164.5714738,275.345581,60.01569,43.5621071,27.6738281,8.402344,75.64781,60.0558167,165.2616,59.11055,58.874054,59.2543,63.3932762,39.4196053,32.6835938,14.0683594,420.588867
2021-01-04T17:30:00Z,162.5370127,263.966,60.01569,43.4368324,27.6738281,8.402344,87.19876,60.0558167,178.0585,59.212883,58.9664841,59.3607674,63.3932762,39.4080276,32.6835938,14.0683594,464.6953
2021-01-04T17:40:00Z,167.8637046,262.21347,60.01569,43.3540268,27.6738281,8.402344,86.28718,60.0558167,178.622635,59.49765,59.26659,59.6763153,63.3932762,39.4270058,32.6835938,14.0683594,452.463562
2021-01-04T17:50:00Z,157.1755028,259.844,60.01569,43.24498,27.6738281,8.402344,78.51474,60.0558167,169.608231,59.1701546,58.9445572,59.390995,63.3932762,39.39107,32.6835938,14.0683594,405.634827
2021-01-04T18:00:00Z,155.7080192,258.971954,60.01569,43.1240044,27.6738281,8.402344,76.5590439,60.0558167,166.603638,58.5041046,58.3088951,58.7254868,63.3932762,39.34186,32.6835938,14.0683594,416.5428
2021-01-04T18:10:00Z,164.4100098,258.836517,60.01569,43.20755,27.6738281,8.402344,79.7524,60.0558167,169.151352,58.1295128,57.92869,58.2866325,63.3932762,39.3475723,32.6835938,14.0683594,442.5452
2021-01-04T18:20:00Z,161.877508,259.751617,60.01569,43.1643944,27.6738281,8.402344,79.7334442,60.0558167,169.1551,58.05213,57.80334,58.2505836,63.3932762,39.3230324,32.6835938,14.0683594,458.9777
2021-01-04T18:30:00Z,157.7769439,259.49826,60.01569,43.0916634,27.6738281,8.402344,82.62091,60.0558167,172.0821,58.1290665,57.8952522,58.2651367,63.3932762,39.3357735,32.6835938,14.0683594,464.121979
2021-01-04T18:40:00Z,158.034378,258.318573,60.01569,43.0261765,27.6738281,8.402344,81.11178,60.0558167,171.548981,58.2482262,58.0474052,58.4501152,63.3932762,39.3182373,32.6835938,14.0683594,463.429016
2021-01-04T18:50:00Z,162.3747954,258.802368,60.01569,43.0700035,27.6738281,8.402344,87.51688,60.0558167,182.7009,58.65954,58.4422569,58.8284225,63.3932762,39.2840462,32.6835938,14.0683594,501.456818
2021-01-04T19:00:00Z,47.16260363,259.124176,60.01569,43.00061,27.6738281,8.402344,78.45811,60.0558167,171.125214,58.51321,58.2901268,58.6791153,63.3932762,39.26119,32.6835938,14.0683594,477.5932
2021-01-04T19:10:00Z,160.0161228,259.193237,60.01569,42.99778,27.6738281,8.402344,78.9633942,60.0558167,170.836288,58.2682724,58.03551,58.4269142,63.3932762,39.2971,32.6835938,14.0683594,472.2278
2021-01-04T19:20:00Z,160.6440594,258.949432,60.01569,42.9622536,27.6738281,8.402344,79.72974,60.0558167,171.385056,58.1632767,57.94526,58.3349876,63.3932762,39.2534,32.6835938,14.0683594,491.0088
2021-01-04T19:30:00Z,152.3530981,259.671478,60.01569,42.85897,27.6738281,8.402344,79.73304,60.0558167,172.2142,58.10966,57.9138527,58.26577,63.3932762,39.27968,32.6835938,14.0683594,496.363159
2021-01-04T19:40:00Z,151.1286631,258.790253,60.01569,42.8433723,27.6738281,8.402344,79.71509,60.0558167,172.172958,58.0743675,57.8704872,58.26513,63.3932762,39.24141,32.6835938,14.0683594,462.194122
2021-01-04T19:50:00Z,154.8532614,259.163727,60.01569,42.7107162,27.6738281,8.402344,78.07069,60.0558167,170.942123,58.0464058,57.81489,58.1959953,63.3932762,39.1863747,32.6835938,14.0683594,469.039917
2021-01-04T20:00:00Z,149.593582,258.3707,60.01569,42.79708,27.6738281,8.402344,77.30307,60.0558167,167.642258,57.77746,57.56333,57.9649849,63.3932762,39.0845032,32.6835938,14.0683594,463.4241
2021-01-04T20:10:00Z,153.6864707,258.00882,60.01569,43.0541534,27.6738281,8.402344,83.97949,60.0558167,174.4995,57.8657455,57.67085,58.0477371,63.3932762,39.1652565,32.6835938,14.0683594,481.092163
2021-01-04T20:20:00Z,148.0269905,257.2287,60.01569,43.2120667,27.6738281,8.402344,83.2522,60.0558167,179.155853,58.5454025,58.29552,58.69793,63.3932762,39.22886,32.6835938,14.0683594,494.011017
2021-01-04T20:30:00Z,152.5340555,258.90686,60.01569,43.12383,27.6738281,8.402344,76.55131,60.0558167,168.353882,58.2336578,58.03934,58.41626,63.3932762,39.2128868,32.6835938,14.0683594,455.5087
2021-01-04T20:40:00Z,155.177045,259.762573,60.01569,43.3865356,27.6738281,8.402344,81.25996,60.0558167,170.7484,57.7903481,57.5753746,57.9829636,63.3932762,39.23984,32.6835938,14.0683594,447.033783
2021-01-04T20:50:00Z,149.147769,259.451569,60.01569,43.82825,27.6738281,8.402344,77.32532,60.0558167,166.675034,57.94838,57.69825,58.0912781,63.3932762,39.34498,32.6835938,14.0683594,435.5429
2021-01-04T21:00:00Z,146.8359736,258.929962,60.01569,43.8926544,27.6738281,8.402344,78.06377,60.0558167,163.9496,57.3538551,57.1475334,57.5436325,63.3932762,39.37192,32.6835938,14.0683594,415.917175
2021-01-04T21:10:00Z,151.9813936,259.037872,60.01569,43.527874,27.6738281,8.402344,74.14616,60.0558167,163.94693,57.6409073,57.43833,57.8411674,63.3932762,39.30115,32.6835938,14.0683594,443.815857
2021-01-04T21:20:00Z,150.4371906,259.5959,60.01569,43.2311134,27.6738281,8.402344,78.9271,60.0558167,167.2183,57.2754059,57.0512657,57.49072,63.3932762,39.2402573,32.6835938,14.0683594,436.025848
2021-01-04T21:30:00Z,151.4877693,259.360657,60.01569,43.11235,27.6738281,8.402344,77.01847,60.0558167,165.5786,57.2051277,56.9883881,57.3885651,63.3932762,39.1425133,32.6835938,14.0683594,437.717773
2021-01-04T21:40:00Z,149.6324359,258.861969,60.01569,,27.6738281,8.402344,74.12349,60.0558167,161.954712,56.94735,56.7240257,57.1321449,63.3932762,39.10294,32.6835938,14.0683594,372.093231
2021-01-04T21:50:00Z,153.8181271,257.759247,60.01569,43.3969269,27.6738281,8.402344,82.2865753,60.0558167,170.583115,57.11288,56.8884735,57.2700348,63.3932762,39.1359558,32.6835938,14.0683594,445.252563
2021-01-04T22:00:00Z,149.0849323,259.791931,60.01569,43.41626,27.6738281,8.402344,74.120285,60.0558167,162.366379,57.07888,56.85009,57.26579,63.3932762,39.14131,32.6835938,14.0683594,385.679565
2021-01-04T22:10:00Z,157.426331,261.436249,60.01569,43.82434,27.6738281,8.402344,86.43885,60.0558167,177.951233,57.5204735,57.2786369,57.6863327,63.3932762,39.19702,32.6835938,14.0683594,502.015
2021-01-04T22:20:00Z,157.3184853,263.8433,60.01569,43.7302551,27.6738281,8.402344,73.37681,60.0558167,160.8292,57.41254,57.1727,57.5674,63.3932762,39.2484474,32.6835938,14.0683594,375.443146
2021-01-04T22:30:00Z,161.1221281,259.2565,60.01569,43.9285851,27.6738281,8.402344,84.14288,60.0558167,176.586868,58.0292625,57.7822762,58.1913338,63.3932762,39.3403549,32.6835938,14.0683594,478.592865
2021-01-04T22:40:00Z,161.3790424,259.399933,60.01569,44.00141,27.6738281,8.402344,80.1903,60.0558167,170.231384,58.06649,,58.18175,63.3932762,39.3247337,32.6835938,14.0683594,464.766052
2021-01-04T22:50:00Z,157.9802168,258.614349,60.01569,44.24011,27.6738281,8.402344,81.16784,60.0558167,173.30751,58.387085,58.1943245,58.5288429,63.3932762,39.41523,32.6835938,14.0683594,452.953369
2021-01-04T23:00:00Z,159.9989765,259.0355,60.01569,44.2046242,27.6738281,8.402344,79.7314,60.0558167,171.48674,58.44629,58.21499,58.5967331,63.3932762,39.4203033,32.6835938,14.0683594,441.059479
2021-01-04T23:10:00Z,166.9107661,263.000427,60.01569,44.2521744,27.6738281,8.402344,81.26886,60.0558167,171.578354,58.4738235,58.2399139,58.6274567,63.3932762,39.4894943,32.6835938,14.0683594,463.701263
2021-01-04T23:20:00Z,162.3778554,263.259369,60.01569,44.4529228,27.6738281,8.402344,80.62568,60.0558167,172.9749,58.67588,58.49521,58.8083763,63.3932762,39.5004463,32.6835938,14.0683594,450.933533
2021-01-04T23:30:00Z,162.9732664,265.560242,60.01569,44.550354,27.6738281,8.402344,78.8883057,60.0558167,168.356247,58.4058037,58.232048,58.57577,63.3932762,39.50475,32.6835938,14.0683594,402.144348
2021-01-04T23:40:00Z,175.444955,271.807373,60.01569,44.6123123,27.6738281,8.402344,85.37985,60.0558167,176.735565,58.9064369,58.6945839,59.0852737,63.3932762,39.47797,32.6835938,14.0683594,479.834961
2021-01-04T23:50:00Z,178.1921249,288.668365,60.01569,44.6641846,27.6738281,8.402344,86.89045,60.0558167,180.762955,59.469162,59.2489357,59.58197,63.3932762,39.5175323,32.6835938,14.0683594,488.687531
2021-01-05T00:00:00Z,174.498542,294.109253,60.01569,44.9287949,27.6738281,8.402344,86.9134,60.0558167,180.7623,59.9522,59.7641029,60.1071777,63.3932762,39.5878563,32.6835938,14.0683594,512.7837
2021-01-05T00:10:00Z,181.3849221,295.7342,60.01569,44.97497,27.6738281,8.402344,90.10439,60.0558167,186.947266,60.6808,60.436573,60.7655258,63.3932762,39.67554,32.6835938,14.0683594,528.456055
2021-01-05T00:20:00Z,180.760778,294.48877,60.01569,45.17163,27.6738281,8.402344,92.22483,60.0558167,192.76445,61.73089,61.5940437,61.8861542,63.3932762,39.78885,32.6835938,14.0683594,545.8238
2021-01-05T00:30:00Z,178.8799469,294.491577,60.01569,45.3271,27.6738281,8.402344,94.2393646,60.0558167,197.693649,62.57374,62.4442024,62.67918,63.3932762,39.87069,32.6835938,14.0683594,545.8564
2021-01-05T00:40:00Z,188.3306593,291.1921,60.01569,45.4773064,27.6738281,8.402344,93.57795,60.0558167,197.547363,63.3928947,63.2515221,63.5755463,63.3932762,39.9845047,32.6835938,14.0683594,551.025452
2021-01-05T00:50:00Z,179.7478284,289.055969,60.01569,45.6247253,27.6738281,8.402344,94.66069,60.0558167,202.0038,64.24879,64.13115,64.41767,63.3932762,40.0803261,32.6835938,14.0683594,576.987
2021-01-05T01:00:00Z,180.2014591,286.458282,60.01569,45.7324448,27.6738281,8.402344,90.09596,60.0558167,196.8939,64.55639,64.46398,64.727066,63.3932762,40.1351738,32.6835938,14.0683594,546.6362
2021-01-05T01:10:00Z,194.7575442,288.149323,60.01569,44.33667,27.6738281,8.402344,90.81912,60.0558167,187.5567,63.06534,62.91317,63.1874237,63.3932762,39.6110039,32.6835938,14.0683594,511.578125
2021-01-05T01:20:00Z,181.2852268,287.223053,60.01569,44.4022636,27.6738281,8.402344,88.59569,60.0558167,193.395248,64.0218353,63.9466057,64.16275,63.3932762,39.7331352,32.6835938,14.0683594,515.928345
2021-01-05T01:30:00Z,184.7589196,283.232178,60.01569,43.94276,27.6738281,8.402344,87.63509,60.0558167,192.141876,63.3966637,63.24226,63.48816,63.3932762,39.57558,32.6835938,14.0683594,273.267029
2021-01-05T01:40:00Z,182.3284895,282.566132,60.01569,44.2805939,27.6738281,8.402344,86.13953,60.0558167,187.963867,62.69812,62.5584831,62.8465767,63.3932762,39.56701,32.6835938,14.0683594,529.484863
2021-01-05T01:50:00Z,187.2641194,283.17627,60.01569,44.72429,27.6738281,8.402344,87.2214,60.0558167,190.767273,62.5091858,62.42764,62.6679955,63.3932762,39.6029243,32.6835938,14.0683594,523.850769
2021-01-05T02:00:00Z,,283.0565,60.01569,44.9588432,27.6738281,8.402344,88.2607651,60.0558167,190.750168,62.5477753,62.4361,62.6149521,63.3932762,39.5269737,32.6835938,14.0683594,551.0206
2021-01-05T02:10:00Z,188.309615,279.45343,60.01569,45.13391,27.6738281,8.402344,88.27592,60.0558167,191.391342,62.54641,62.4544373,62.6856651,63.3932762,39.5657425,32.6835938,14.0683594,526.0665
2021-01-05T02:20:00Z,188.333578,283.387848,60.01569,45.2770271,27.6738281,8.402344,87.48655,60.0558167,190.756348,62.6391563,62.5524979,62.75098,63.3932762,39.5717964,32.6835938,14.0683594,535.5998
2021-01-05T02:30:00Z,187.5740576,288.1326,60.01569,45.3365173,27.6738281,8.402344,86.41644,60.0558167,189.7722,62.6251564,62.5082359,62.7345047,63.3932762,39.62302,32.6835938,14.0683594,535.711
2021-01-05T02:40:00Z,183.1406765,281.2268,60.01569,45.4994621,27.6738281,8.402344,84.3024445,60.0558167,183.493134,62.26034,62.1412239,62.4264259,63.3932762,39.67031,32.6835938,14.0683594,516.3229
2021-01-05T02:50:00Z,189.6843578,284.2372,60.01569,45.6085243,27.6738281,8.402344,87.19136,60.0558167,186.567734,62.0489,61.9391479,62.2427254,63.3932762,39.69647,32.6835938,14.0683594,540.1412
2021-01-05T03:00:00Z,185.3222923,292.2945,60.01569,45.53213,27.6738281,8.402344,82.00435,60.0558167,179.227524,62.047123,61.92418,62.1973572,63.3932762,39.7162781,32.6835938,14.0683594,486.232422
2021-01-05T03:10:00Z,188.3126256,289.388824,60.01569,45.16923,27.6738281,8.402344,92.5314941,60.0558167,193.978455,61.663887,61.5211449,61.7678146,63.3932762,39.6195641,32.6835938,14.0683594,505.6356
2021-01-05T03:20:00Z,186.9684936,294.809021,60.01569,44.7918777,27.6738281,8.402344,86.4254761,60.0558167,189.407318,62.7121277,62.57008,62.8237267,63.3932762,39.4738655,32.6835938,14.0683594,524.7467
2021-01-05T03:30:00Z,184.5066992,290.9805,60.01569,44.9120941,27.6738281,8.402344,89.01779,60.0558167,192.758362,62.7303848,62.564312,62.8487778,63.3932762,39.5939255,32.6835938,14.0683594,503.4089
2021-01-05T03:40:00Z,183.3318472,289.1352,60.01569,44.8985138,27.6738281,8.402344,90.68723,60.0558167,196.0019,63.0762558,62.9585037,63.2122459,63.3932762,39.59504,32.6835938,14.0683594,500.394562
2021-01-05T03:50:00Z,185.1867227,285.563324,60.01569,44.9326248,27.6738281,8.402344,94.93833,60.0558167,201.1243,63.6117554,63.48501,63.7188339,63.3932762,39.64237,32.6835938,14.0683594,506.594971
2021-01-05T04:00:00Z,186.8495485,279.75827,60.01569,44.81392,27.6738281,8.402344,94.96388,60.0558167,201.231812,64.29361,64.1859741,64.43513,63.3932762,39.6084824,32.6835938,14.0683594,497.466034
2021-01-05T04:10:00Z,186.0969216,285.72226,60.01569,44.56021,27.6738281,8.402344,91.7618561,60.0558167,199.161514,64.66008,64.5829239,64.83065,63.3932762,39.5217628,32.6835938,14.0683594,497.15
2021-01-05T04:20:00Z,186.0686407,283.619965,60.01569,44.3062,27.6738281,8.402344,90.0826645,60.0558167,196.072769,64.64877,64.58675,64.85621,63.3932762,39.5180435,32.6835938,14.0683594,487.794281
2021-01-05T04:30:00Z,188.9298952,276.322845,60.01569,44.52742,27.6738281,8.402344,90.0973,60.0558167,195.686615,64.6103745,64.4625854,64.78003,63.3932762,39.73142,32.6835938,14.0683594,488.856262
2021-01-05T04:40:00Z,189.3302851,276.429535,60.01569,44.6483154,27.6738281,8.402344,88.57085,60.0558167,192.697464,64.59827,64.4793854,64.77425,63.3932762,39.78026,32.6835938,14.0683594,509.368866
2021-01-05T04:50:00Z,190.1284297,282.011536,60.01569,44.6168327,27.6738281,8.402344,87.636,60.0558167,189.8306,64.2887039,64.17961,64.51199,63.3932762,39.8184166,32.6835938,14.0683594,497.790161
